Specific absorption coefficients of seven phytoplankton types.								
Brown group, Green group, Cryptophyta, Cyanobacteria blue and red, Coccolithophores and Case-1 are from the supplemental data of [1]. Values > 720 nm are filled using the closest value.								
Dinflagellates is from WASI [2] and derived from pure cultures grown in the laboratory [4,5,6].								
								
[1] Bi et al. (2023): Bio-geo-optical modelling of natural waters [10.3389/fmars.2023.1196352]								
[2] Gege (2021): The Water Colour Simulator WASI. User manual for WASI version 6.								
[4] Gege (1994): Gew�sseranalyse mit passiver Fernerkundung: Ein Modell zur Interpretation optischer Spektralmessungen. PhD thesis. DLR-Forschungsbericht 94-15, 171 p								
[5] Gege (1995): Water analysis by remote sensing: A model for the interpretation of optical spectral measurements. Technical Translation ESA-TT-1324, 231 pp.								
[6] Gege (1998): Correction of specular reflections at the water surface. Ocean Optics XIV, Conference Papers, Vol. 2.								

								
wavelength_nm,Brown group,Green group,Cryptophyte,Cyanobacteria blue,Cyanobacteria red,Coccolithophore,Dinoflagellates,Case-1
834,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
836,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
838,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
840,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
842,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
844,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
846,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
848,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
850,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
852,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
854,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
856,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
858,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
860,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
862,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
864,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
866,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
868,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
870,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
872,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
874,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
876,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
878,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
880,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
882,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
884,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
886,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
888,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
890,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
892,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
894,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
896,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
898,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
900,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
902,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
904,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
906,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
908,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
910,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
912,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
914,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
916,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
918,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
920,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
922,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
924,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
926,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
928,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
930,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
932,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
934,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
936,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
938,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
940,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
942,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
944,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
946,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
948,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
950,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
952,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
954,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
956,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
958,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
960,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
962,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
964,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
966,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
968,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
970,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
972,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
974,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
976,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
978,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
980,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
982,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
984,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
986,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
988,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
990,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
992,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
994,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
996,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
998,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819
1000,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415,0.0,0.00143340136327819

