Specific scattering coefficients of seven phytoplankton types from the supplemental data of [1]. Values > 720 nm are filled using the closest value.

[1] Bi et al. (2023): Bio-geo-optical modelling of natural waters [10.3389/fmars.2023.1196352]


wavelength_nm,Brown group,Green group,Cryptophyte,Cyanobacteria blue,Cyanobacteria red,Coccolithophore,Phytoplankton Case 1
859,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
860,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
861,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
862,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
863,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
864,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
865,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
866,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
867,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
868,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
869,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
870,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
871,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
872,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
873,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
874,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
875,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
876,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
877,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
878,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
879,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
880,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
881,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
882,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
883,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
884,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
885,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
886,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
887,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
888,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
889,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
890,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
891,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
892,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
893,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
894,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
895,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
896,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
897,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
898,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
899,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
900,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
901,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
902,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
903,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
904,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
905,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
906,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
907,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
908,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
909,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
910,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
911,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
912,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
913,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
914,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
915,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
916,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
917,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
918,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
919,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
920,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
921,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
922,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
923,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
924,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
925,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
926,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
927,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
928,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
929,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
930,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
931,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
932,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
933,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
934,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
935,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
936,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
937,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
938,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
939,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
940,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
941,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
942,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
943,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
944,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
945,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
946,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
947,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
948,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
949,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
950,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
951,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
952,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
953,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
954,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
955,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
956,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
957,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
958,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
959,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
960,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
961,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
962,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
963,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
964,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
965,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
966,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
967,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
968,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
969,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
970,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
971,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
972,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
973,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
974,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
975,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
976,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
977,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
978,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
979,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
980,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
981,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
982,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
983,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
984,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
985,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
986,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
987,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
988,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
989,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
990,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
991,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
992,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
993,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
994,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
995,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
996,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
997,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
998,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
999,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
1000,0.226683507,0.22710628,0.198291852,0.238129135,0.238236791,0.510985675,0.143990025
