Specific absorption coefficients of seven phytoplankton types from the supplemental data of [1]. Values > 720 nm are filled using the closest value.

[1] Bi et al. (2023): Bio-geo-optical modelling of natural waters [10.3389/fmars.2023.1196352]






















wavelength_nm,Brown group,Green group,Cryptophyte,Cyanobacteria blue,Cyanobacteria red,Coccolithophore
912,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
913,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
914,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
915,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
916,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
917,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
918,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
919,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
920,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
921,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
922,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
923,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
924,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
925,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
926,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
927,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
928,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
929,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
930,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
931,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
932,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
933,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
934,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
935,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
936,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
937,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
938,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
939,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
940,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
941,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
942,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
943,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
944,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
945,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
946,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
947,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
948,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
949,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
950,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
951,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
952,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
953,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
954,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
955,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
956,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
957,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
958,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
959,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
960,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
961,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
962,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
963,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
964,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
965,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
966,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
967,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
968,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
969,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
970,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
971,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
972,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
973,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
974,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
975,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
976,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
977,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
978,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
979,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
980,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
981,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
982,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
983,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
984,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
985,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
986,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
987,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
988,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
989,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
990,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
991,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
992,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
993,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
994,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
995,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
996,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
997,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
998,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
999,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
1000,0.00086618,0.000947155,0.000874814,0.000870865,0.000763209,0.000679415
